"249180020","WARSZOWICE","2021","02","01",.0,"9","",6,"",0,"9","4","","*",""
"249180020","WARSZOWICE","2021","02","02",3.8,"","W",4,"",0,"9","4","","*",""
"249180020","WARSZOWICE","2021","02","03",4.0,"","W",0,"9",0,"9","5","","pl",""
"249180020","WARSZOWICE","2021","02","04",4.0,"","W",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2021","02","05",.6,"","S",0,"9",0,"9","","9",".",""
"249180020","WARSZOWICE","2021","02","06",3.9,"","S",1,"",1,"","1","","*",""
"249180020","WARSZOWICE","2021","02","07",10.5,"","S",2,"",2,"","1","","*",""
"249180020","WARSZOWICE","2021","02","08",1.4,"","S",3,"",2,"","1","","*",""
"249180020","WARSZOWICE","2021","02","09",.7,"","S",3,"",1,"","1","","*",""
"249180020","WARSZOWICE","2021","02","10",3.3,"","S",3,"",1,"","1","","*",""
"249180020","WARSZOWICE","2021","02","11",.2,"","S",4,"",2,"","1","","*",""
"249180020","WARSZOWICE","2021","02","12",1.4,"","S",4,"",0,"9","1","","*",""
"249180020","WARSZOWICE","2021","02","13",1.2,"","S",6,"",2,"","1","","*",""
"249180020","WARSZOWICE","2021","02","14",.0,"9","",6,"",1,"","1","","*",""
"249180020","WARSZOWICE","2021","02","15",.0,"9","",6,"",0,"9","3","","*",""
"249180020","WARSZOWICE","2021","02","16",.6,"","S",5,"",0,"9","3","","*",""
"249180020","WARSZOWICE","2021","02","17",7.8,"","S",4,"",0,"9","3","","*",""
"249180020","WARSZOWICE","2021","02","18",.0,"9","",3,"",0,"9","3","","*",""
"249180020","WARSZOWICE","2021","02","19",.9,"","W",0,"9",0,"9","5","","pl",""
"249180020","WARSZOWICE","2021","02","26",5.4,"","W",0,"9",0,"9","","9",".",""
"249180040","WISŁA WIELKA","2021","02","03",4.8,"","W",0,"9",0,"9","","9",".",""
"249180040","WISŁA WIELKA","2021","02","04",3.1,"","W",0,"9",0,"9","","9",".",""
"249180040","WISŁA WIELKA","2021","02","05",.0,"","S",0,"9",0,"9","","9",".",""
"249180040","WISŁA WIELKA","2021","02","07",10.4,"","S",0,"9",0,"9","","9",".",""
"249180040","WISŁA WIELKA","2021","02","08",4.4,"","S",16,"",7,"","4","","*",""
"249180040","WISŁA WIELKA","2021","02","09",.0,"9","",12,"",3,"","4","","*",""
"249180040","WISŁA WIELKA","2021","02","10",1.1,"","S",10,"",0,"9","4","","*",""
"249180040","WISŁA WIELKA","2021","02","11",.0,"9","",11,"",0,"9","4","","*",""
"249180040","WISŁA WIELKA","2021","02","12",6.9,"","S",17,"",5,"","5","","*",""
"249180040","WISŁA WIELKA","2021","02","13",4.2,"","S",19,"",2,"","5","","*",""
"249180040","WISŁA WIELKA","2021","02","14",.0,"9","",12,"",0,"","5","","*",""
"249180040","WISŁA WIELKA","2021","02","15",.6,"","S",10,"",0,"9","4","","*",""
"249180040","WISŁA WIELKA","2021","02","16",1.9,"","S",12,"",0,"","5","","*",""
"249180040","WISŁA WIELKA","2021","02","17",2.4,"","S",9,"",0,"","5","","*",""
"249180040","WISŁA WIELKA","2021","02","18",5.1,"","S",6,"",0,"","4","","*",""
"249180040","WISŁA WIELKA","2021","02","19",.7,"","W",4,"",0,"","4","","*",""
"249180040","WISŁA WIELKA","2021","02","26",4.7,"","W",0,"9",0,"9","","9",".",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","01",.0,"9","",5,"",0,"9","5","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","02",2.9,"","S",5,"",0,"9","5","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","03",2.7,"","W",0,"9",0,"9","5","","pl",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","04",5.3,"","W",0,"9",0,"9","","9",".",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","05",.7,"","S",0,"9",0,"9","","9",".",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","06",3.9,"","S",2,"",2,"","1","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","07",12.5,"","S",4,"",2,"","3","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","08",1.1,"","S",6,"",3,"","4","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","09",.0,"9","",7,"",1,"","4","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","10",4.2,"","S",7,"",0,"9","4","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","11",.1,"","S",10,"",3,"","1","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","12",1.6,"","S",10,"",1,"","1","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","13",1.0,"","S",13,"",3,"","1","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","14",.0,"9","",13,"",1,"","1","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","15",.0,"9","",13,"",0,"9","1","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","16",.0,"9","",10,"",0,"9","5","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","17",9.6,"","S",10,"",0,"9","5","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","18",.0,"9","",6,"",0,"","5","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","19",.0,"9","",5,"",0,"9","5","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","20",.0,"9","",4,"",0,"9","5","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","21",.0,"9","",4,"",0,"9","5","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","22",.0,"9","",4,"",0,"9","5","","*",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","23",.0,"9","",3,"",0,"9","5","","*prz",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","24",.0,"9","",2,"",0,"9","5","","*prz",""
"249180050","GOCZAŁKOWICE-ZDRÓJ","2021","02","26",7.3,"","W",0,"9",0,"9","","9",".",""
"249180060","GOŁKOWICE","2021","02","01",.0,"9","",8,"",0,"9","6","","*",""
"249180060","GOŁKOWICE","2021","02","02",.4,"","S",6,"",0,"9","5","","*",""
"249180060","GOŁKOWICE","2021","02","03",1.3,"","W",5,"",0,"","5","","*",""
"249180060","GOŁKOWICE","2021","02","04",1.7,"","W",0,"9",0,"9","","9",".",""
"249180060","GOŁKOWICE","2021","02","05",.6,"","S",0,"9",0,"9","","9",".",""
"249180060","GOŁKOWICE","2021","02","06",2.9,"","S",0,"",0,"","1","","sl",""
"249180060","GOŁKOWICE","2021","02","07",12.5,"","S",3,"",3,"","1","","*",""
"249180060","GOŁKOWICE","2021","02","08",1.5,"","S",14,"",11,"","1","","*",""
"249180060","GOŁKOWICE","2021","02","09",1.5,"","S",15,"",2,"","1","","*",""
"249180060","GOŁKOWICE","2021","02","10",3.4,"","S",16,"",2,"","1","","*",""
"249180060","GOŁKOWICE","2021","02","11",.6,"","S",20,"",4,"","1","","*",""
"249180060","GOŁKOWICE","2021","02","12",1.5,"","S",21,"",1,"","1","","*",""
"249180060","GOŁKOWICE","2021","02","13",.6,"","S",23,"",2,"","1","","*",""
"249180060","GOŁKOWICE","2021","02","14",1.6,"","S",24,"",1,"","1","","*",""
"249180060","GOŁKOWICE","2021","02","15",.0,"9","",26,"",2,"","1","","*",""
"249180060","GOŁKOWICE","2021","02","16",.0,"9","",25,"",0,"9","1","","*",""
"249180060","GOŁKOWICE","2021","02","17",7.5,"","S",24,"",0,"9","5","","*",""
"249180060","GOŁKOWICE","2021","02","18",.0,"9","",20,"",0,"","5","","*",""
